abbr,time,rre150m0
LUG,188009,221.0
LUG,188010,287.5
LUG,188011,137.7
LUG,188012,25.1
LUG,188101,77.0
LUG,188102,20.2
LUG,188103,39.9
LUG,188104,249.6
LUG,188105,92.5
LUG,188106,112.3
LUG,188107,21.0
LUG,188108,94.4
LUG,188109,172.8
LUG,188110,120.1
LUG,188111,183.2
LUG,188112,95.1
LUG,188201,25.9
LUG,188202,20.9
LUG,188203,96.8
LUG,188204,156.3
LUG,188205,103.5
LUG,188206,140.8
LUG,188207,148.9
LUG,188208,107.0
LUG,188209,591.8
LUG,188210,458.2
LUG,188211,23.3
LUG,188212,124.0
LUG,188301,110.8
LUG,188302,57.2
LUG,188303,59.6
LUG,188304,124.9
LUG,188305,182.1
LUG,188306,349.5
LUG,188307,331.3
LUG,188308,58.8
LUG,188309,303.4
LUG,188310,77.9
LUG,188311,82.2
LUG,188312,6.0
LUG,188401,4.7
LUG,188402,38.5
LUG,188403,13.8
LUG,188404,136.9
LUG,188405,155.8
LUG,188406,182.6
LUG,188407,145.7
LUG,188408,82.8
LUG,188409,181.9
LUG,188410,44.0
LUG,188411,2.8
LUG,188412,46.8
LUG,188501,74.0
LUG,188502,127.9
LUG,188503,97.4
LUG,188504,344.1
LUG,188505,179.3
LUG,188506,32.2
LUG,188507,120.3
LUG,188508,214.9
LUG,188509,320.5
LUG,188510,325.0
LUG,188511,108.3
LUG,188512,10.3
LUG,188601,101.7
LUG,188602,17.5
LUG,188603,14.8
LUG,188604,117.9
LUG,188605,142.0
LUG,188606,116.1
LUG,188607,130.7
LUG,188608,127.9
LUG,188609,74.1
LUG,188610,355.4
LUG,188611,326.8
LUG,188612,258.8
LUG,188701,89.7
LUG,188702,7.7
LUG,188703,97.0
LUG,188704,220.1
LUG,188705,140.6
LUG,188706,71.6
LUG,188707,105.4
LUG,188708,207.4
LUG,188709,325.0
LUG,188710,114.5
LUG,188711,308.5
LUG,188712,44.1
LUG,188801,0.0
LUG,188802,391.0
LUG,188803,219.0
LUG,188804,304.9
LUG,188805,107.2
LUG,188806,292.9
LUG,188807,235.3
LUG,188808,145.6
LUG,188809,301.9
LUG,188810,81.5
LUG,188811,277.5
LUG,188812,112.1
LUG,188901,47.4
LUG,188902,9.3
LUG,188903,118.4
LUG,188904,382.1
LUG,188905,168.2
LUG,188906,183.5
LUG,188907,279.6
LUG,188908,294.7
LUG,188909,125.8
LUG,188910,587.0
LUG,188911,46.6
LUG,188912,69.4
LUG,189001,26.3
LUG,189002,23.9
LUG,189003,164.2
LUG,189004,160.2
LUG,189005,340.1
LUG,189006,259.6
LUG,189007,367.8
LUG,189008,375.8
LUG,189009,295.4
LUG,189010,14.1
LUG,189011,38.2
LUG,189012,93.9
LUG,189101,1.9
LUG,189102,0.0
LUG,189103,196.7
LUG,189104,139.0
LUG,189105,393.7
LUG,189106,128.2
LUG,189107,269.9
LUG,189108,281.4
LUG,189109,117.9
LUG,189110,401.1
LUG,189111,237.0
LUG,189112,73.8
LUG,189201,57.8
LUG,189202,193.8
LUG,189203,177.2
LUG,189204,113.3
LUG,189205,55.0
LUG,189206,277.9
LUG,189207,110.9
LUG,189208,85.1
LUG,189209,212.7
LUG,189210,477.4
LUG,189211,72.8
LUG,189212,5.2
LUG,189301,11.5
LUG,189302,70.3
LUG,189303,19.3
LUG,189304,22.0
LUG,189305,112.0
LUG,189306,77.1
LUG,189307,90.5
LUG,189308,6.1
LUG,189309,167.5
LUG,189310,138.0
LUG,189311,80.6
LUG,189312,85.6
LUG,189401,96.4
LUG,189402,0.0
LUG,189403,45.8
LUG,189404,127.6
LUG,189405,227.6
LUG,189406,29.3
LUG,189407,114.4
LUG,189408,82.2
LUG,189409,104.3
LUG,189410,91.8
LUG,189411,126.8
LUG,189412,2.8
LUG,189501,161.6
LUG,189502,18.5
LUG,189503,61.9
LUG,189504,108.8
LUG,189505,229.4
LUG,189506,219.5
LUG,189507,144.4
LUG,189508,59.2
LUG,189509,20.0
LUG,189510,109.3
LUG,189511,74.7
LUG,189512,60.9
LUG,189601,0.0
LUG,189602,13.0
LUG,189603,22.9
LUG,189604,46.5
LUG,189605,78.0
LUG,189606,270.1
LUG,189607,271.4
LUG,189608,457.0
LUG,189609,370.5
LUG,189610,797.1
LUG,189611,191.0
LUG,189612,144.5
LUG,189701,285.2
LUG,189702,2.0
LUG,189703,153.4
LUG,189704,137.3
LUG,189705,151.6
LUG,189706,132.0
LUG,189707,161.1
LUG,189708,178.3
LUG,189709,370.7
LUG,189710,102.0
LUG,189711,16.3
LUG,189712,85.6
LUG,189801,57.0
LUG,189802,68.0
LUG,189803,245.6
LUG,189804,263.3
LUG,189805,241.1
LUG,189806,296.5
LUG,189807,52.8
LUG,189808,36.1
LUG,189809,32.2
LUG,189810,267.9
LUG,189811,192.4
LUG,189812,2.2
LUG,189901,67.8
LUG,189902,11.3
LUG,189903,32.2
LUG,189904,173.0
LUG,189905,120.9
LUG,189906,141.9
LUG,189907,85.4
LUG,189908,106.3
LUG,189909,166.9
LUG,189910,23.4
LUG,189911,14.9
LUG,189912,76.0
LUG,190001,95.2
LUG,190002,148.3
LUG,190003,159.2
LUG,190004,58.6
LUG,190005,261.4
LUG,190006,58.1
LUG,190007,95.2
LUG,190008,575.1
LUG,190009,167.7
LUG,190010,61.6
LUG,190011,347.6
LUG,190012,27.3
LUG,190101,0.3
LUG,190102,39.4
LUG,190103,295.0
LUG,190104,200.8
LUG,190105,70.2
LUG,190106,231.8
LUG,190107,376.1
LUG,190108,99.5
LUG,190109,133.1
LUG,190110,265.1
LUG,190111,29.6
LUG,190112,174.1
LUG,190201,35.7
LUG,190202,140.6
LUG,190203,80.1
LUG,190204,170.6
LUG,190205,125.7
LUG,190206,190.2
LUG,190207,91.2
LUG,190208,269.9
LUG,190209,145.5
LUG,190210,174.7
LUG,190211,90.0
LUG,190212,66.8
LUG,190301,87.6
LUG,190302,29.8
LUG,190303,72.3
LUG,190304,158.5
LUG,190305,373.7
LUG,190306,250.6
LUG,190307,172.1
LUG,190308,141.2
LUG,190309,44.9
LUG,190310,302.3
LUG,190311,81.2
LUG,190312,162.0
LUG,190401,33.0
LUG,190402,127.8
LUG,190403,186.6
LUG,190404,72.8
LUG,190405,85.5
LUG,190406,252.2
LUG,190407,109.5
LUG,190408,71.3
LUG,190409,243.8
LUG,190410,41.8
LUG,190411,35.9
LUG,190412,59.2
LUG,190501,40.5
LUG,190502,49.0
LUG,190503,72.4
LUG,190504,213.0
LUG,190505,373.7
LUG,190506,212.5
LUG,190507,222.1
LUG,190508,412.7
LUG,190509,240.9
LUG,190510,20.0
LUG,190511,222.8
LUG,190512,9.5
LUG,190601,8.2
LUG,190602,79.0
LUG,190603,123.9
LUG,190604,184.1
LUG,190605,86.2
LUG,190606,58.8
LUG,190607,246.7
LUG,190608,82.1
LUG,190609,31.0
LUG,190610,168.9
LUG,190611,310.5
LUG,190612,3.2
LUG,190701,28.2
LUG,190702,26.7
LUG,190703,2.6
LUG,190704,115.1
LUG,190705,64.9
LUG,190706,122.2
LUG,190707,111.4
LUG,190708,96.6
LUG,190709,321.5
LUG,190710,461.5
LUG,190711,33.8
LUG,190712,116.8
LUG,190801,0.7
LUG,190802,11.7
LUG,190803,105.4
LUG,190804,111.0
LUG,190805,232.7
LUG,190806,188.2
LUG,190807,330.0
LUG,190808,165.4
LUG,190809,111.2
LUG,190810,109.0
LUG,190811,26.7
LUG,190812,26.9
LUG,190901,0.9
LUG,190902,131.7
LUG,190903,135.5
LUG,190904,34.5
LUG,190905,55.4
LUG,190906,343.6
LUG,190907,98.6
LUG,190908,224.2
LUG,190909,100.6
LUG,190910,201.6
LUG,190911,59.4
LUG,190912,100.7
LUG,191001,27.7
LUG,191002,65.1
LUG,191003,122.6
LUG,191004,276.1
LUG,191005,154.5
LUG,191006,289.8
LUG,191007,102.1
LUG,191008,249.1
LUG,191009,62.1
LUG,191010,194.4
LUG,191011,110.6
LUG,191012,352.0
LUG,191101,16.1
LUG,191102,16.6
LUG,191103,106.5
LUG,191104,89.0
LUG,191105,103.2
LUG,191106,322.9
LUG,191107,37.1
LUG,191108,404.9
LUG,191109,227.7
LUG,191110,239.6
LUG,191111,264.7
LUG,191112,99.5
LUG,191201,101.2
LUG,191202,124.2
LUG,191203,200.3
LUG,191204,65.4
LUG,191205,115.2
LUG,191206,179.3
LUG,191207,209.6
LUG,191208,370.3
LUG,191209,65.5
LUG,191210,202.1
LUG,191211,65.4
LUG,191212,32.1
LUG,191301,17.5
LUG,191302,5.7
LUG,191303,221.9
LUG,191304,247.7
LUG,191305,150.3
LUG,191306,127.0
LUG,191307,181.6
LUG,191308,197.1
LUG,191309,147.8
LUG,191310,265.8
LUG,191311,44.6
LUG,191312,12.1
LUG,191401,21.7
LUG,191402,152.5
LUG,191403,148.8
LUG,191404,72.4
LUG,191405,343.0
LUG,191406,117.1
LUG,191407,249.8
LUG,191408,232.4
LUG,191409,46.0
LUG,191410,387.1
LUG,191411,43.1
LUG,191412,165.9
LUG,191501,66.0
LUG,191502,182.3
LUG,191503,48.6
LUG,191504,101.7
LUG,191505,262.8
LUG,191506,223.5
LUG,191507,261.5
LUG,191508,52.0
LUG,191509,255.0
LUG,191510,33.4
LUG,191511,35.7
LUG,191512,100.1
LUG,191601,1.0
LUG,191602,186.3
LUG,191603,355.2
LUG,191604,111.0
LUG,191605,209.0
LUG,191606,181.1
LUG,191607,105.3
LUG,191608,223.9
LUG,191609,166.9
LUG,191610,119.9
LUG,191611,237.4
LUG,191612,254.2
LUG,191701,71.5
LUG,191702,13.7
LUG,191703,73.7
LUG,191704,117.8
LUG,191705,363.8
LUG,191706,64.7
LUG,191707,176.3
LUG,191708,211.8
LUG,191709,32.7
LUG,191710,236.9
LUG,191711,7.2
LUG,191712,55.2
LUG,191801,48.8
LUG,191802,11.0
LUG,191803,179.6
LUG,191804,297.1
LUG,191805,141.5
LUG,191806,178.5
LUG,191807,156.7
LUG,191808,163.5
LUG,191809,217.4
LUG,191810,228.8
LUG,191811,99.4
LUG,191812,32.0
LUG,191901,245.0
LUG,191902,49.4
LUG,191903,125.8
LUG,191904,219.8
LUG,191905,8.1
LUG,191906,63.7
LUG,191907,149.0
LUG,191908,35.8
LUG,191909,217.3
LUG,191910,86.2
LUG,191911,233.2
LUG,191912,32.2
LUG,192001,160.4
LUG,192002,21.2
LUG,192003,281.3
LUG,192004,289.3
LUG,192005,220.5
LUG,192006,203.2
LUG,192007,334.3
LUG,192008,161.3
LUG,192009,276.1
LUG,192010,114.6
LUG,192011,100.9
LUG,192012,47.3
LUG,192101,84.4
LUG,192102,39.1
LUG,192103,35.6
LUG,192104,109.0
LUG,192105,152.7
LUG,192106,60.5
LUG,192107,59.0
LUG,192108,260.1
LUG,192109,22.2
LUG,192110,12.6
LUG,192111,9.9
LUG,192112,1.8
LUG,192201,40.2
LUG,192202,18.9
LUG,192203,196.9
LUG,192204,148.0
LUG,192205,112.3
LUG,192206,118.1
LUG,192207,116.5
LUG,192208,121.2
LUG,192209,305.5
LUG,192210,191.2
LUG,192211,13.4
LUG,192212,174.8
LUG,192301,0.0
LUG,192302,61.7
LUG,192303,28.3
LUG,192304,235.8
LUG,192305,250.3
LUG,192306,159.2
LUG,192307,140.2
LUG,192308,91.4
LUG,192309,168.7
LUG,192310,177.4
LUG,192311,180.0
LUG,192312,24.9
LUG,192401,67.6
LUG,192402,39.0
LUG,192403,108.5
LUG,192404,152.8
LUG,192405,168.6
LUG,192406,140.2
LUG,192407,263.3
LUG,192408,350.5
LUG,192409,226.8
LUG,192410,196.2
LUG,192411,73.0
LUG,192412,129.4
LUG,192501,1.2
LUG,192502,212.8
LUG,192503,147.0
LUG,192504,122.2
LUG,192505,155.7
LUG,192506,42.8
LUG,192507,203.5
LUG,192508,190.0
LUG,192509,181.6
LUG,192510,125.0
LUG,192511,84.9
LUG,192512,44.0
LUG,192601,56.2
LUG,192602,136.2
LUG,192603,89.8
LUG,192604,167.1
LUG,192605,385.9
LUG,192606,249.2
LUG,192607,143.2
LUG,192608,65.7
LUG,192609,109.7
LUG,192610,255.4
LUG,192611,529.5
LUG,192612,36.6
LUG,192701,114.7
LUG,192702,30.6
LUG,192703,231.9
LUG,192704,188.8
LUG,192705,134.5
LUG,192706,178.8
LUG,192707,168.2
LUG,192708,97.5
LUG,192709,247.7
LUG,192710,42.1
LUG,192711,222.3
LUG,192712,114.4
LUG,192801,34.2
LUG,192802,0.0
LUG,192803,241.6
LUG,192804,317.8
LUG,192805,363.6
LUG,192806,146.7
LUG,192807,164.4
LUG,192808,267.0
LUG,192809,136.6
LUG,192810,549.5
LUG,192811,114.3
LUG,192812,36.7
LUG,192901,53.8
LUG,192902,1.5
LUG,192903,22.0
LUG,192904,253.7
LUG,192905,269.8
LUG,192906,141.1
LUG,192907,142.8
LUG,192908,195.5
LUG,192909,7.0
LUG,192910,211.8
LUG,192911,116.4
LUG,192912,98.8
LUG,193001,99.6
LUG,193002,16.2
LUG,193003,120.3
LUG,193004,253.3
LUG,193005,213.6
LUG,193006,149.0
LUG,193007,194.9
LUG,193008,150.3
LUG,193009,225.3
LUG,193010,52.5
LUG,193011,99.1
LUG,193012,33.1
LUG,193101,23.6
LUG,193102,156.4
LUG,193103,48.8
LUG,193104,65.6
LUG,193105,212.8
LUG,193106,105.3
LUG,193107,183.4
LUG,193108,263.9
LUG,193109,117.9
LUG,193110,171.9
LUG,193111,224.0
LUG,193112,13.6
LUG,193201,22.6
LUG,193202,11.4
LUG,193203,68.9
LUG,193204,150.1
LUG,193205,518.6
LUG,193206,286.1
LUG,193207,290.7
LUG,193208,106.1
LUG,193209,317.9
LUG,193210,99.5
LUG,193211,61.9
LUG,193212,122.5
LUG,193301,96.0
LUG,193302,3.9
LUG,193303,110.6
LUG,193304,96.3
LUG,193305,117.1
LUG,193306,255.6
LUG,193307,64.5
LUG,193308,107.2
LUG,193309,183.9
LUG,193310,257.3
LUG,193311,228.4
LUG,193312,79.2
LUG,193401,18.9
LUG,193402,34.0
LUG,193403,206.2
LUG,193404,273.8
LUG,193405,177.3
LUG,193406,137.2
LUG,193407,254.2
LUG,193408,412.4
LUG,193409,41.3
LUG,193410,115.8
LUG,193411,361.0
LUG,193412,108.3
LUG,193501,11.7
LUG,193502,125.3
LUG,193503,2.4
LUG,193504,100.0
LUG,193505,265.7
LUG,193506,131.9
LUG,193507,96.3
LUG,193508,221.6
LUG,193509,82.5
LUG,193510,355.1
LUG,193511,287.6
LUG,193512,250.9
LUG,193601,129.3
LUG,193602,97.6
LUG,193603,165.6
LUG,193604,267.9
LUG,193605,261.0
LUG,193606,221.4
LUG,193607,242.7
LUG,193608,54.9
LUG,193609,206.4
LUG,193610,15.3
LUG,193611,96.1
LUG,193612,62.3
LUG,193701,48.9
LUG,193702,97.4
LUG,193703,284.9
LUG,193704,112.7
LUG,193705,185.1
LUG,193706,197.1
LUG,193707,290.5
LUG,193708,87.8
LUG,193709,225.0
LUG,193710,336.3
LUG,193711,140.9
LUG,193712,73.9
LUG,193801,16.9
LUG,193802,25.6
LUG,193803,10.6
LUG,193804,52.0
LUG,193805,254.7
LUG,193806,263.9
LUG,193807,189.0
LUG,193808,316.4
LUG,193809,181.0
LUG,193810,158.1
LUG,193811,149.9
LUG,193812,108.3
LUG,193901,195.8
LUG,193902,84.2
LUG,193903,3.9
LUG,193904,256.2
LUG,193905,303.2
LUG,193906,323.6
LUG,193907,238.3
LUG,193908,355.9
LUG,193909,149.7
LUG,193910,113.2
LUG,193911,134.1
LUG,193912,84.1
LUG,194001,4.4
LUG,194002,14.1
LUG,194003,72.9
LUG,194004,139.5
LUG,194005,152.4
LUG,194006,284.8
LUG,194007,358.6
LUG,194008,37.8
LUG,194009,73.4
LUG,194010,192.7
LUG,194011,146.3
LUG,194012,1.6
LUG,194101,131.1
LUG,194102,98.5
LUG,194103,209.0
LUG,194104,275.3
LUG,194105,321.0
LUG,194106,259.4
LUG,194107,183.9
LUG,194108,29.9
LUG,194109,87.6
LUG,194110,51.6
LUG,194111,164.7
LUG,194112,0.7
LUG,194201,15.8
LUG,194202,52.5
LUG,194203,78.8
LUG,194204,125.6
LUG,194205,94.7
LUG,194206,148.4
LUG,194207,148.5
LUG,194208,126.6
LUG,194209,237.0
LUG,194210,206.3
LUG,194211,37.1
LUG,194212,132.8
LUG,194301,38.3
LUG,194302,20.3
LUG,194303,68.2
LUG,194304,65.8
LUG,194305,217.8
LUG,194306,59.7
LUG,194307,139.7
LUG,194308,57.0
LUG,194309,278.2
LUG,194310,104.1
LUG,194311,45.6
LUG,194312,95.8
LUG,194401,0.0
LUG,194402,48.6
LUG,194403,0.1
LUG,194404,55.3
LUG,194405,147.9
LUG,194406,106.8
LUG,194407,313.8
LUG,194408,75.2
LUG,194409,100.5
LUG,194410,376.8
LUG,194411,42.4
LUG,194412,39.3
LUG,194501,78.8
LUG,194502,2.5
LUG,194503,92.8
LUG,194504,76.7
LUG,194505,213.1
LUG,194506,30.7
LUG,194507,38.6
LUG,194508,280.6
LUG,194509,114.1
LUG,194510,198.8
LUG,194511,58.1
LUG,194512,177.8
LUG,194601,137.2
LUG,194602,13.5
LUG,194603,154.6
LUG,194604,79.0
LUG,194605,363.4
LUG,194606,280.1
LUG,194607,115.9
LUG,194608,330.6
LUG,194609,86.7
LUG,194610,64.6
LUG,194611,78.5
LUG,194612,16.9
LUG,194701,12.8
LUG,194702,151.6
LUG,194703,266.5
LUG,194704,41.6
LUG,194705,115.0
LUG,194706,114.1
LUG,194707,125.9
LUG,194708,140.9
LUG,194709,258.6
LUG,194710,76.8
LUG,194711,62.1
LUG,194712,86.6
LUG,194801,169.0
LUG,194802,20.3
LUG,194803,5.8
LUG,194804,158.0
LUG,194805,324.5
LUG,194806,141.4
LUG,194807,134.9
LUG,194808,443.1
LUG,194809,125.9
LUG,194810,167.0
LUG,194811,4.0
LUG,194812,26.2
LUG,194901,119.1
LUG,194902,0.0
LUG,194903,22.4
LUG,194904,178.7
LUG,194905,287.0
LUG,194906,33.4
LUG,194907,146.0
LUG,194908,133.5
LUG,194909,60.5
LUG,194910,58.7
LUG,194911,198.9
LUG,194912,58.5
LUG,195001,33.7
LUG,195002,123.3
LUG,195003,29.1
LUG,195004,228.4
LUG,195005,141.5
LUG,195006,166.6
LUG,195007,147.9
LUG,195008,269.0
LUG,195009,218.4
LUG,195010,5.6
LUG,195011,224.5
LUG,195012,139.6
LUG,195101,144.8
LUG,195102,293.4
LUG,195103,154.6
LUG,195104,140.2
LUG,195105,167.9
LUG,195106,252.2
LUG,195107,82.7
LUG,195108,265.8
LUG,195109,128.0
LUG,195110,206.3
LUG,195111,518.3
LUG,195112,33.7
LUG,195201,32.6
LUG,195202,8.2
LUG,195203,55.3
LUG,195204,296.4
LUG,195205,277.9
LUG,195206,113.9
LUG,195207,93.5
LUG,195208,216.6
LUG,195209,140.9
LUG,195210,139.4
LUG,195211,83.4
LUG,195212,41.4
LUG,195301,6.6
LUG,195302,9.8
LUG,195303,0.0
LUG,195304,124.4
LUG,195305,25.8
LUG,195306,369.1
LUG,195307,150.5
LUG,195308,112.4
LUG,195309,218.8
LUG,195310,411.6
LUG,195311,13.4
LUG,195312,23.4
LUG,195401,19.9
LUG,195402,60.7
LUG,195403,118.1
LUG,195404,164.2
LUG,195405,324.3
LUG,195406,250.0
LUG,195407,123.3
LUG,195408,165.4
LUG,195409,171.8
LUG,195410,54.2
LUG,195411,148.2
LUG,195412,193.2
LUG,195501,62.9
LUG,195502,114.8
LUG,195503,63.4
LUG,195504,0.0
LUG,195505,104.1
LUG,195506,221.9
LUG,195507,282.7
LUG,195508,91.8
LUG,195509,108.7
LUG,195510,146.1
LUG,195511,69.0
LUG,195512,33.0
LUG,195601,61.4
LUG,195602,10.0
LUG,195603,244.3
LUG,195604,315.1
LUG,195605,75.6
LUG,195606,111.0
LUG,195607,318.6
LUG,195608,217.8
LUG,195609,96.2
LUG,195610,128.9
LUG,195611,39.1
LUG,195612,16.7
LUG,195701,74.3
LUG,195702,119.6
LUG,195703,65.5
LUG,195704,115.6
LUG,195705,166.2
LUG,195706,424.8
LUG,195707,190.4
LUG,195708,219.0
LUG,195709,32.8
LUG,195710,96.2
LUG,195711,247.9
LUG,195712,211.8
LUG,195801,11.2
LUG,195802,81.9
LUG,195803,17.6
LUG,195804,228.3
LUG,195805,202.0
LUG,195806,181.6
LUG,195807,163.2
LUG,195808,210.0
LUG,195809,98.2
LUG,195810,170.8
LUG,195811,89.2
LUG,195812,228.5
LUG,195901,29.0
LUG,195902,12.9
LUG,195903,194.6
LUG,195904,204.6
LUG,195905,107.4
LUG,195906,254.8
LUG,195907,176.3
LUG,195908,172.7
LUG,195909,52.8
LUG,195910,271.6
LUG,195911,266.5
LUG,195912,234.5
LUG,196001,127.3
LUG,196002,109.0
LUG,196003,119.0
LUG,196004,60.3
LUG,196005,290.7
LUG,196006,212.5
LUG,196007,267.5
LUG,196008,356.0
LUG,196009,439.7
LUG,196010,461.9
LUG,196011,191.2
LUG,196012,150.5
LUG,196101,102.0
LUG,196102,58.9
LUG,196103,2.4
LUG,196104,244.2
LUG,196105,192.0
LUG,196106,211.3
LUG,196107,95.2
LUG,196108,22.3
LUG,196109,23.0
LUG,196110,123.4
LUG,196111,239.6
LUG,196112,52.1
LUG,196201,62.8
LUG,196202,56.7
LUG,196203,59.1
LUG,196204,192.7
LUG,196205,146.1
LUG,196206,90.7
LUG,196207,30.2
LUG,196208,114.8
LUG,196209,58.9
LUG,196210,39.3
LUG,196211,195.3
LUG,196212,48.4
LUG,196301,64.2
LUG,196302,22.4
LUG,196303,92.2
LUG,196304,205.9
LUG,196305,152.0
LUG,196306,443.9
LUG,196307,178.2
LUG,196308,297.4
LUG,196309,361.8
LUG,196310,124.2
LUG,196311,366.3
LUG,196312,45.1
LUG,196401,26.6
LUG,196402,64.3
LUG,196403,155.7
LUG,196404,165.5
LUG,196405,121.8
LUG,196406,210.7
LUG,196407,149.3
LUG,196408,154.3
LUG,196409,85.0
LUG,196410,121.4
LUG,196411,73.5
LUG,196412,64.7
LUG,196501,74.0
LUG,196502,2.1
LUG,196503,102.1
LUG,196504,21.4
LUG,196505,151.3
LUG,196506,89.2
LUG,196507,154.1
LUG,196508,126.1
LUG,196509,406.7
LUG,196510,37.5
LUG,196511,95.0
LUG,196512,24.7
LUG,196601,10.3
LUG,196602,159.6
LUG,196603,2.2
LUG,196604,253.0
LUG,196605,201.2
LUG,196606,143.2
LUG,196607,236.9
LUG,196608,184.5
LUG,196609,138.9
LUG,196610,395.3
LUG,196611,225.8
LUG,196612,47.8
LUG,196701,13.6
LUG,196702,57.4
LUG,196703,151.2
LUG,196704,70.4
LUG,196705,211.5
LUG,196706,43.0
LUG,196707,194.5
LUG,196708,108.8
LUG,196709,230.4
LUG,196710,139.9
LUG,196711,182.7
LUG,196712,6.7
LUG,196801,1.1
LUG,196802,204.6
LUG,196803,48.5
LUG,196804,141.7
LUG,196805,220.2
LUG,196806,101.1
LUG,196807,204.8
LUG,196808,165.9
LUG,196809,252.6
LUG,196810,80.3
LUG,196811,345.8
LUG,196812,33.5
LUG,196901,88.4
LUG,196902,103.0
LUG,196903,62.9
LUG,196904,57.4
LUG,196905,228.8
LUG,196906,171.1
LUG,196907,83.5
LUG,196908,105.0
LUG,196909,213.5
LUG,196910,0.0
LUG,196911,132.7
LUG,196912,16.1
LUG,197001,149.2
LUG,197002,12.5
LUG,197003,114.2
LUG,197004,131.1
LUG,197005,124.9
LUG,197006,187.0
LUG,197007,60.8
LUG,197008,226.1
LUG,197009,159.9
LUG,197010,74.7
LUG,197011,173.3
LUG,197012,93.9
LUG,197101,99.1
LUG,197102,53.0
LUG,197103,151.9
LUG,197104,145.3
LUG,197105,301.9
LUG,197106,218.7
LUG,197107,188.9
LUG,197108,162.2
LUG,197109,32.8
LUG,197110,28.5
LUG,197111,163.7
LUG,197112,58.6
LUG,197201,88.7
LUG,197202,222.2
LUG,197203,180.3
LUG,197204,149.4
LUG,197205,139.0
LUG,197206,266.0
LUG,197207,100.1
LUG,197208,63.5
LUG,197209,285.0
LUG,197210,97.5
LUG,197211,32.8
LUG,197212,112.6
LUG,197301,70.6
LUG,197302,6.4
LUG,197303,4.8
LUG,197304,99.2
LUG,197305,131.2
LUG,197306,251.1
LUG,197307,222.0
LUG,197308,168.0
LUG,197309,153.8
LUG,197310,108.8
LUG,197311,21.1
LUG,197312,171.0
LUG,197401,80.9
LUG,197402,205.0
LUG,197403,131.8
LUG,197404,107.1
LUG,197405,89.9
LUG,197406,163.4
LUG,197407,43.5
LUG,197408,279.8
LUG,197409,104.5
LUG,197410,49.4
LUG,197411,143.7
LUG,197412,5.1
LUG,197501,112.9
LUG,197502,57.5
LUG,197503,217.6
LUG,197504,142.4
LUG,197505,302.6
LUG,197506,138.7
LUG,197507,51.0
LUG,197508,106.7
LUG,197509,161.4
LUG,197510,113.2
LUG,197511,203.7
LUG,197512,41.1
LUG,197601,19.2
LUG,197602,34.5
LUG,197603,22.2
LUG,197604,143.0
LUG,197605,48.8
LUG,197606,45.5
LUG,197607,131.4
LUG,197608,212.9
LUG,197609,378.0
LUG,197610,540.3
LUG,197611,209.7
LUG,197612,39.8
LUG,197701,233.7
LUG,197702,137.6
LUG,197703,236.3
LUG,197704,158.7
LUG,197705,276.6
LUG,197706,148.2
LUG,197707,292.4
LUG,197708,489.0
LUG,197709,48.7
LUG,197710,218.0
LUG,197711,49.3
LUG,197712,68.6
LUG,197801,278.6
LUG,197802,178.1
LUG,197803,72.1
LUG,197804,165.0
LUG,197805,247.6
LUG,197806,205.4
LUG,197807,98.8
LUG,197808,112.0
LUG,197809,10.1
LUG,197810,108.0
LUG,197811,9.7
LUG,197812,90.2
LUG,197901,89.2
LUG,197902,71.9
LUG,197903,316.1
LUG,197904,119.6
LUG,197905,69.2
LUG,197906,174.6
LUG,197907,280.5
LUG,197908,273.5
LUG,197909,87.2
LUG,197910,358.6
LUG,197911,101.4
LUG,197912,137.4
LUG,198001,71.2
LUG,198002,0.1
LUG,198003,189.9
LUG,198004,12.7
LUG,198005,262.7
LUG,198006,367.7
LUG,198007,109.3
LUG,198008,158.6
LUG,198009,40.9
LUG,198010,245.8
LUG,198011,42.8
LUG,198012,3.3
LUG,198101,0.4
LUG,198102,1.6
LUG,198103,253.2
LUG,198104,86.5
LUG,198105,236.3
LUG,198106,80.6
LUG,198107,259.0
LUG,198108,30.2
LUG,198109,385.5
LUG,198110,146.9
LUG,198111,1.0
LUG,198112,155.9
LUG,198201,5.8
LUG,198202,27.0
LUG,198203,68.1
LUG,198204,21.9
LUG,198205,171.1
LUG,198206,204.9
LUG,198207,148.0
LUG,198208,268.6
LUG,198209,252.1
LUG,198210,210.4
LUG,198211,225.1
LUG,198212,80.2
LUG,198301,0.8
LUG,198302,37.6
LUG,198303,129.9
LUG,198304,249.9
LUG,198305,386.0
LUG,198306,67.2
LUG,198307,69.2
LUG,198308,100.6
LUG,198309,203.7
LUG,198310,32.7
LUG,198311,24.0
LUG,198312,151.6
LUG,198401,25.5
LUG,198402,63.8
LUG,198403,135.1
LUG,198404,106.3
LUG,198405,410.3
LUG,198406,177.5
LUG,198407,14.0
LUG,198408,250.6
LUG,198409,277.5
LUG,198410,179.3
LUG,198411,108.9
LUG,198412,83.1
LUG,198501,159.8
LUG,198502,6.4
LUG,198503,217.5
LUG,198504,95.2
LUG,198505,272.5
LUG,198506,130.0
LUG,198507,115.6
LUG,198508,130.2
LUG,198509,50.2
LUG,198510,9.9
LUG,198511,117.5
LUG,198512,75.6
LUG,198601,177.6
LUG,198602,59.6
LUG,198603,45.3
LUG,198604,511.9
LUG,198605,194.0
LUG,198606,79.0
LUG,198607,64.0
