Station/Location;Date;tre200d0;tre200dv;rre150d0;sre000d0;gre000d0
CHM;20240311;2.1;0.2;0.7;32;83
CHM;20240312;1.7;-0.3;4.9;0;37
CHM;20240313;4.5;2.4;0.7;38;79
CHM;20240314;7.6;5.4;-;556;189
ENG;20240115;-2.0;-0.3;0.4;0;23
ENG;20240116;-4.9;-3.2;3.1;57;49
ENG;20240117;2.6;4.3;12.9;41;47
ENG;20240118;2.2;3.9;14.1;0;21
ENG;20240119;-7.0;-5.3;1.0;40;44
ENG;20240120;-9.7;-7.9;0.0;231;69
ENG;20240121;-3.3;-1.5;0.0;14;52
ENG;20240122;2.0;3.8;12.5;2;41
ENG;20240123;3.6;5.4;1.9;102;55
ENG;20240124;8.6;10.4;2.8;1;32
ENG;20240125;5.6;7.4;0.1;133;69
ENG;20240126;4.8;6.6;9.6;27;37
ENG;20240127;2.2;4.0;0.0;285;84
ENG;20240128;4.2;6.0;0.0;301;86
ENG;20240129;5.8;7.6;0.0;316;86
ENG;20240130;5.1;6.9;0.0;310;85
ENG;20240131;3.8;5.6;0.0;159;65
ENG;20240201;2.8;4.6;2.5;0;17
ENG;20240202;3.4;5.2;0.0;0;29
ENG;20240203;5.7;7.5;0.0;357;101
ENG;20240204;4.9;6.7;0.0;360;112
ENG;20240205;6.0;7.8;0.0;368;106
ENG;20240206;3.0;4.7;0.0;360;90
ENG;20240207;2.8;4.5;12.0;88;71
ENG;20240208;5.8;7.5;0.0;106;72
ENG;20240209;6.3;7.9;0.0;92;69
ENG;20240210;7.3;8.9;6.9;105;76
ENG;20240211;3.1;4.6;0.0;15;63
ENG;20240212;2.8;4.3;1.7;81;86
ENG;20240213;1.4;2.8;0.0;418;129
ENG;20240214;5.7;7.1;0.0;298;115
ENG;20240215;7.3;8.6;0.0;209;90
ENG;20240216;8.7;9.9;0.0;365;115
ENG;20240217;7.1;8.2;0.7;63;51
ENG;20240218;5.6;6.6;3.4;249;107
ENG;20240219;4.3;5.2;15.3;40;64
ENG;20240220;2.2;3.1;1.9;161;114
ENG;20240221;5.0;5.7;0.1;351;126
ENG;20240222;6.0;6.6;12.5;0;38
ENG;20240223;1.5;2.0;0.6;154;104
ENG;20240224;0.5;0.9;0.0;268;123
ENG;20240225;2.8;3.1;0.0;449;159
ENG;20240226;5.6;5.8;0.0;14;84
ENG;20240227;2.9;2.9;0.0;0;40
ENG;20240228;2.6;2.5;0.1;0;17
ENG;20240229;3.9;3.6;6.5;404;152
ENG;20240301;2.6;2.1;11.1;0;43
ENG;20240302;5.7;5.0;0.0;313;141
ENG;20240303;8.5;7.7;1.3;45;109
ENG;20240304;3.7;2.7;0.9;0;50
ENG;20240305;1.9;0.8;31.5;0;29
ENG;20240306;-0.2;-1.4;7.8;0;66
ENG;20240307;-0.5;-1.9;0.0;237;180
ENG;20240308;2.7;1.2;0.0;471;186
ENG;20240309;8.0;6.4;0.0;244;126
ENG;20240310;5.4;3.6;21.4;0;38
ENG;20240311;2.2;0.3;1.1;313;157
ENG;20240312;2.9;0.9;14.7;12;78
ENG;20240313;3.9;1.7;9.4;36;73
ENG;20240314;7.0;4.7;-;527;201
SAE;20240115;-11.8;-5.1;5.5;0;26
SAE;20240116;-9.6;-2.8;7.9;459;75
SAE;20240117;-2.0;4.8;21.8;0;19
SAE;20240118;-4.5;2.3;26.2;0;22
SAE;20240119;-15.6;-8.7;0.0;382;99
SAE;20240120;-10.0;-3.1;0.0;537;88
SAE;20240121;-4.2;2.7;0.0;376;73
SAE;20240122;-1.3;5.7;55.2;35;39
SAE;20240123;-5.7;1.3;8.8;0;19
SAE;20240124;-0.1;6.9;34.6;0;26
SAE;20240125;-1.9;5.2;30.1;0;28
SAE;20240126;-3.4;3.7;36.6;0;21
SAE;20240127;-4.2;3.0;0.0;329;133
SAE;20240128;1.1;8.3;0.0;394;93
SAE;20240129;3.6;10.9;0.0;505;89
SAE;20240130;0.5;7.8;0.0;439;84
SAE;20240131;-2.4;5.0;0.2;302;75
SAE;20240201;-4.3;3.2;26.7;0;33
SAE;20240202;-4.8;2.7;0.0;8;59
SAE;20240203;-1.2;6.3;0.0;479;98
SAE;20240204;-2.3;5.3;0.0;295;86
SAE;20240205;-1.4;6.2;0.0;579;105
SAE;20240206;-1.9;5.7;0.0;479;86
SAE;20240207;-4.8;2.9;15.9;30;48
SAE;20240208;-1.5;6.2;2.2;5;43
SAE;20240209;-2.0;5.7;0.0;15;45
SAE;20240210;-1.7;6.0;14.3;83;60
SAE;20240211;-6.6;1.1;14.6;0;44
SAE;20240212;-6.8;0.9;7.4;0;73
SAE;20240213;-6.4;1.3;0.0;452;125
SAE;20240214;-2.9;4.8;0.0;34;79
SAE;20240215;2.5;10.2;0.0;447;115
SAE;20240216;2.3;10.0;2.1;449;122
SAE;20240217;-1.2;6.4;0.7;0;69
SAE;20240218;-1.6;6.0;24.5;373;119
SAE;20240219;-5.0;2.6;41.8;0;63
SAE;20240220;-7.4;0.1;2.8;106;111
SAE;20240221;-2.4;5.1;1.4;390;120
SAE;20240222;-3.1;4.3;48.5;0;51
SAE;20240223;-9.4;-2.0;2.4;3;49
SAE;20240224;-9.1;-1.8;1.9;338;140
SAE;20240225;-8.1;-0.8;0.0;607;160
SAE;20240226;-5.2;2.0;0.2;1;46
SAE;20240227;-4.2;2.9;0.0;75;96
SAE;20240228;-1.4;5.6;0.0;103;114
SAE;20240229;-1.2;5.7;3.5;604;160
SAE;20240301;-4.3;2.5;2.4;1;98
SAE;20240302;-3.5;3.2;0.0;316;129
SAE;20240303;-3.8;2.8;0.0;57;70
SAE;20240304;-3.7;2.8;0.2;648;179
SAE;20240305;-6.9;-0.5;13.7;0;93
SAE;20240306;-8.1;-1.7;5.2;0;94
SAE;20240307;-6.8;-0.5;0.0;679;193
SAE;20240308;-5.7;0.5;0.0;622;192
SAE;20240309;-4.6;1.5;0.1;441;163
SAE;20240310;-4.2;1.8;10.5;12;50
SAE;20240311;-6.7;-0.7;2.2;300;171
SAE;20240312;-7.0;-1.1;50.2;0;89
SAE;20240313;-3.6;2.2;38.0;2;114
SAE;20240314;-0.4;5.3;-;647;192
SIA;20240115;-5.5;1.4;0.0;380;87
SIA;20240116;-10.0;-3.1;0.0;375;93
SIA;20240117;-2.2;4.7;9.6;0;30
SIA;20240118;-1.1;5.8;4.5;0;62
SIA;20240119;-9.2;-2.2;0.0;364;98
SIA;20240120;-15.4;-8.4;0.0;384;97
SIA;20240121;-12.5;-5.5;0.0;176;75
SIA;20240122;-6.8;0.2;0.0;0;54
SIA;20240123;-1.9;5.1;0.0;386;103
SIA;20240124;5.5;12.6;0.1;241;87
SIA;20240125;2.8;9.9;0.0;245;81
SIA;20240126;0.3;7.4;0.0;137;72
SIA;20240127;-2.2;4.9;0.0;402;105
SIA;20240128;-4.9;2.2;0.0;405;104
SIA;20240129;-3.5;3.6;0.0;401;103
SIA;20240130;-3.0;4.1;0.0;371;97
SIA;20240131;-2.5;4.6;0.0;91;76
SIA;20240201;-2.0;5.1;0.0;76;66
SIA;20240202;-1.3;5.8;0.0;28;60
SIA;20240203;0.1;7.2;0.0;368;115
SIA;20240204;-0.4;6.7;0.0;431;112
SIA;20240205;-1.4;5.6;0.0;435;118
SIA;20240206;-2.7;4.3;0.0;0;88
SIA;20240207;-3.7;3.3;0.0;247;104
SIA;20240208;-0.5;6.4;2.1;130;88
SIA;20240209;-0.3;6.6;9.3;0;40
SIA;20240210;-0.8;6.0;4.1;0;57
SIA;20240211;-1.3;5.5;2.7;0;78
SIA;20240212;-3.2;3.5;0.1;254;123
SIA;20240213;-4.9;1.7;0.0;455;138
SIA;20240214;-3.5;3.1;0.0;451;136
SIA;20240215;-2.2;4.3;0.0;219;104
SIA;20240216;0.5;6.9;0.0;324;127
SIA;20240217;1.9;8.2;0.0;421;143
SIA;20240218;0.0;6.2;0.0;275;128
SIA;20240219;1.2;7.3;0.0;166;117
SIA;20240220;-1.8;4.2;0.0;399;147
SIA;20240221;-2.3;3.6;0.1;257;131
SIA;20240222;-0.9;4.9;17.8;0;70
SIA;20240223;-4.2;1.5;9.8;0;37
SIA;20240224;-6.9;-1.3;14.4;1;84
SIA;20240225;-4.2;1.2;0.9;99;125
SIA;20240226;-3.5;1.8;12.0;22;79
SIA;20240227;-0.6;4.6;8.2;9;81
SIA;20240228;0.5;5.5;0.0;298;156
SIA;20240229;-0.4;4.5;7.2;208;139
SIA;20240301;-0.1;4.5;10.8;0;55
SIA;20240302;-0.4;4.0;5.5;25;113
SIA;20240303;-0.3;4.0;0.3;15;111
SIA;20240304;-1.3;2.8;0.0;205;123
SIA;20240305;-2.5;1.5;14.7;68;123
SIA;20240306;-2.7;1.2;1.2;76;132
SIA;20240307;-4.2;-0.5;0.0;477;210
SIA;20240308;-2.7;0.9;0.5;1;96
SIA;20240309;-1.9;1.5;0.0;169;172
SIA;20240310;-1.2;2.1;21.1;0;22
SIA;20240311;-3.2;0.0;0.0;517;222
SIA;20240312;-1.1;2.0;3.1;220;172
SIA;20240313;-0.4;2.5;2.7;62;144
SIA;20240314;-1.1;1.7;-;477;200
